Country,Indicator Name,2015-data
Canada,"Multidimensional poverty headcount ratio, female (% of female population)",
Canada,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Canada,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Canada,Multidimensional poverty headcount ratio (% of total population),
Canada,Poverty gap at $3.20 a day (2011 PPP) (%),
Canada,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Canada,Gini index (World Bank estimate),
Canada,Poverty gap at $1.90 a day (2011 PPP) (%),
Canada,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Canada,Income share held by lowest 20%,
Canada,Income share held by lowest 10%,
Canada,Proportion of people living below 50 percent of median income (%),
Canada,Income share held by highest 10%,
Canada,Income share held by highest 20%,
Canada,Income share held by fourth 20%,
Canada,Income share held by third 20%,
Canada,Income share held by second 20%,
Canada,Population living in slums (% of urban population),
Central Europe and the Baltics,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Central Europe and the Baltics,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Central Europe and the Baltics,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Central Europe and the Baltics,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Central Europe and the Baltics,Poverty gap at $5.50 a day (2011 PPP) (%),
Central Europe and the Baltics,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Central Europe and the Baltics,Poverty headcount ratio at national poverty lines (% of population),
Central Europe and the Baltics,Multidimensional poverty index (scale 0-1),
Central Europe and the Baltics,"Multidimensional poverty headcount ratio, male (% of male population)",
Central Europe and the Baltics,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Central Europe and the Baltics,"Multidimensional poverty headcount ratio, household (% of total households)",
Central Europe and the Baltics,"Multidimensional poverty headcount ratio, female (% of female population)",
Central Europe and the Baltics,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Central Europe and the Baltics,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Central Europe and the Baltics,Multidimensional poverty headcount ratio (% of total population),
Central Europe and the Baltics,Poverty gap at $3.20 a day (2011 PPP) (%),
Central Europe and the Baltics,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Central Europe and the Baltics,Gini index (World Bank estimate),
Central Europe and the Baltics,Poverty gap at $1.90 a day (2011 PPP) (%),
Central Europe and the Baltics,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Central Europe and the Baltics,Income share held by lowest 20%,
Central Europe and the Baltics,Income share held by lowest 10%,
Central Europe and the Baltics,Proportion of people living below 50 percent of median income (%),
Central Europe and the Baltics,Income share held by highest 10%,
Central Europe and the Baltics,Income share held by highest 20%,
Central Europe and the Baltics,Income share held by fourth 20%,
Central Europe and the Baltics,Income share held by third 20%,
Central Europe and the Baltics,Income share held by second 20%,
Central Europe and the Baltics,Population living in slums (% of urban population),
Switzerland,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Switzerland,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Switzerland,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Switzerland,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Switzerland,Poverty gap at $5.50 a day (2011 PPP) (%),0
Switzerland,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),0
Switzerland,Poverty headcount ratio at national poverty lines (% of population),14.7
Switzerland,Multidimensional poverty index (scale 0-1),
Switzerland,"Multidimensional poverty headcount ratio, male (% of male population)",
Switzerland,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Switzerland,"Multidimensional poverty headcount ratio, household (% of total households)",
Switzerland,"Multidimensional poverty headcount ratio, female (% of female population)",
Switzerland,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Switzerland,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Switzerland,Multidimensional poverty headcount ratio (% of total population),
Switzerland,Poverty gap at $3.20 a day (2011 PPP) (%),0
Switzerland,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),0
Switzerland,Gini index (World Bank estimate),32.3
Switzerland,Poverty gap at $1.90 a day (2011 PPP) (%),0
Switzerland,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0
Switzerland,Income share held by lowest 20%,7.8
Switzerland,Income share held by lowest 10%,3.2
Switzerland,Proportion of people living below 50 percent of median income (%),10.9
Switzerland,Income share held by highest 10%,25.2
Switzerland,Income share held by highest 20%,40.2
Switzerland,Income share held by fourth 20%,22.6
Switzerland,Income share held by third 20%,16.8
Switzerland,Income share held by second 20%,12.5
Switzerland,Population living in slums (% of urban population),
Channel Islands,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Channel Islands,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Channel Islands,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Channel Islands,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Channel Islands,Poverty gap at $5.50 a day (2011 PPP) (%),
Channel Islands,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Channel Islands,Poverty headcount ratio at national poverty lines (% of population),
Channel Islands,Multidimensional poverty index (scale 0-1),
Channel Islands,"Multidimensional poverty headcount ratio, male (% of male population)",
Channel Islands,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Channel Islands,"Multidimensional poverty headcount ratio, household (% of total households)",
Channel Islands,"Multidimensional poverty headcount ratio, female (% of female population)",
Channel Islands,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Channel Islands,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Channel Islands,Multidimensional poverty headcount ratio (% of total population),
Channel Islands,Poverty gap at $3.20 a day (2011 PPP) (%),
Channel Islands,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Channel Islands,Gini index (World Bank estimate),
Channel Islands,Poverty gap at $1.90 a day (2011 PPP) (%),
Channel Islands,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Channel Islands,Income share held by lowest 20%,
Channel Islands,Income share held by lowest 10%,
Channel Islands,Proportion of people living below 50 percent of median income (%),
Channel Islands,Income share held by highest 10%,
Channel Islands,Income share held by highest 20%,
Channel Islands,Income share held by fourth 20%,
Channel Islands,Income share held by third 20%,
Channel Islands,Income share held by second 20%,
Channel Islands,Population living in slums (% of urban population),
Chile,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Chile,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Chile,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Chile,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Chile,Poverty gap at $5.50 a day (2011 PPP) (%),1.3
Chile,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),5.1
Chile,Poverty headcount ratio at national poverty lines (% of population),11.7
Chile,Multidimensional poverty index (scale 0-1),
Chile,"Multidimensional poverty headcount ratio, male (% of male population)",21.4
Chile,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Chile,"Multidimensional poverty headcount ratio, household (% of total households)",16.6
Chile,"Multidimensional poverty headcount ratio, female (% of female population)",20.4
Chile,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Chile,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",23.3
Chile,Multidimensional poverty headcount ratio (% of total population),20.9
Chile,Poverty gap at $3.20 a day (2011 PPP) (%),0.3
Chile,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),1
Chile,Gini index (World Bank estimate),44.4
Chile,Poverty gap at $1.90 a day (2011 PPP) (%),0.1
Chile,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.3
Chile,Income share held by lowest 20%,5.7
Chile,Income share held by lowest 10%,2.2
Chile,Proportion of people living below 50 percent of median income (%),13.6
Chile,Income share held by highest 10%,36.1
Chile,Income share held by highest 20%,51.2
Chile,Income share held by fourth 20%,19.8
Chile,Income share held by third 20%,13.6
Chile,Income share held by second 20%,9.7
Chile,Population living in slums (% of urban population),
China,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
China,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
China,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
China,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
China,Poverty gap at $5.50 a day (2011 PPP) (%),7.8
China,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),27.2
China,Poverty headcount ratio at national poverty lines (% of population),5.7
China,Multidimensional poverty index (scale 0-1),
China,"Multidimensional poverty headcount ratio, male (% of male population)",
China,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
China,"Multidimensional poverty headcount ratio, household (% of total households)",
China,"Multidimensional poverty headcount ratio, female (% of female population)",
China,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
China,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
China,Multidimensional poverty headcount ratio (% of total population),
China,Poverty gap at $3.20 a day (2011 PPP) (%),1.4
China,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),7
China,Gini index (World Bank estimate),38.6
China,Poverty gap at $1.90 a day (2011 PPP) (%),0.2
China,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.7
China,Income share held by lowest 20%,6.4
China,Income share held by lowest 10%,2.6
China,Proportion of people living below 50 percent of median income (%),
China,Income share held by highest 10%,29.4
China,Income share held by highest 20%,45.4
China,Income share held by fourth 20%,22.3
China,Income share held by third 20%,15.3
China,Income share held by second 20%,10.6
China,Population living in slums (% of urban population),
Cote d'Ivoire,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Cote d'Ivoire,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Cote d'Ivoire,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Cote d'Ivoire,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Cote d'Ivoire,Poverty gap at $5.50 a day (2011 PPP) (%),44.8
Cote d'Ivoire,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),83.2
Cote d'Ivoire,Poverty headcount ratio at national poverty lines (% of population),44.4
Cote d'Ivoire,Multidimensional poverty index (scale 0-1),
Cote d'Ivoire,"Multidimensional poverty headcount ratio, male (% of male population)",
Cote d'Ivoire,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Cote d'Ivoire,"Multidimensional poverty headcount ratio, household (% of total households)",
Cote d'Ivoire,"Multidimensional poverty headcount ratio, female (% of female population)",
Cote d'Ivoire,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Cote d'Ivoire,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Cote d'Ivoire,Multidimensional poverty headcount ratio (% of total population),
Cote d'Ivoire,Poverty gap at $3.20 a day (2011 PPP) (%),24.4
Cote d'Ivoire,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),59.1
Cote d'Ivoire,Gini index (World Bank estimate),41.5
Cote d'Ivoire,Poverty gap at $1.90 a day (2011 PPP) (%),9.8
Cote d'Ivoire,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),29.8
Cote d'Ivoire,Income share held by lowest 20%,5.7
Cote d'Ivoire,Income share held by lowest 10%,2.1
Cote d'Ivoire,Proportion of people living below 50 percent of median income (%),15.3
Cote d'Ivoire,Income share held by highest 10%,31.9
Cote d'Ivoire,Income share held by highest 20%,47.8
Cote d'Ivoire,Income share held by fourth 20%,21.6
Cote d'Ivoire,Income share held by third 20%,14.6
Cote d'Ivoire,Income share held by second 20%,10.2
Cote d'Ivoire,Population living in slums (% of urban population),
Cameroon,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Cameroon,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Cameroon,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Cameroon,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Cameroon,Poverty gap at $5.50 a day (2011 PPP) (%),
Cameroon,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Cameroon,Poverty headcount ratio at national poverty lines (% of population),
Cameroon,Multidimensional poverty index (scale 0-1),
Cameroon,"Multidimensional poverty headcount ratio, male (% of male population)",
Cameroon,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Cameroon,"Multidimensional poverty headcount ratio, household (% of total households)",
Cameroon,"Multidimensional poverty headcount ratio, female (% of female population)",
Cameroon,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Cameroon,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Cameroon,Multidimensional poverty headcount ratio (% of total population),
Cameroon,Poverty gap at $3.20 a day (2011 PPP) (%),
Cameroon,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Cameroon,Gini index (World Bank estimate),
Cameroon,Poverty gap at $1.90 a day (2011 PPP) (%),
Cameroon,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Cameroon,Income share held by lowest 20%,
Cameroon,Income share held by lowest 10%,
Cameroon,Proportion of people living below 50 percent of median income (%),
Cameroon,Income share held by highest 10%,
Cameroon,Income share held by highest 20%,
Cameroon,Income share held by fourth 20%,
Cameroon,Income share held by third 20%,
Cameroon,Income share held by second 20%,
Cameroon,Population living in slums (% of urban population),
"Congo, Dem. Rep.","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
"Congo, Dem. Rep.","Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
"Congo, Dem. Rep.","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
"Congo, Dem. Rep.","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
"Congo, Dem. Rep.",Poverty gap at $5.50 a day (2011 PPP) (%),
"Congo, Dem. Rep.",Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
"Congo, Dem. Rep.",Poverty headcount ratio at national poverty lines (% of population),
"Congo, Dem. Rep.",Multidimensional poverty index (scale 0-1),
"Congo, Dem. Rep.","Multidimensional poverty headcount ratio, male (% of male population)",
"Congo, Dem. Rep.",Multidimensional poverty intensity (average share of deprivations experienced by the poor),
"Congo, Dem. Rep.","Multidimensional poverty headcount ratio, household (% of total households)",
"Congo, Dem. Rep.","Multidimensional poverty headcount ratio, female (% of female population)",
"Congo, Dem. Rep.","Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
"Congo, Dem. Rep.","Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
"Congo, Dem. Rep.",Multidimensional poverty headcount ratio (% of total population),
"Congo, Dem. Rep.",Poverty gap at $3.20 a day (2011 PPP) (%),
"Congo, Dem. Rep.",Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
"Congo, Dem. Rep.",Gini index (World Bank estimate),
"Congo, Dem. Rep.",Poverty gap at $1.90 a day (2011 PPP) (%),
"Congo, Dem. Rep.",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
"Congo, Dem. Rep.",Income share held by lowest 20%,
"Congo, Dem. Rep.",Income share held by lowest 10%,
"Congo, Dem. Rep.",Proportion of people living below 50 percent of median income (%),
"Congo, Dem. Rep.",Income share held by highest 10%,
"Congo, Dem. Rep.",Income share held by highest 20%,
"Congo, Dem. Rep.",Income share held by fourth 20%,
"Congo, Dem. Rep.",Income share held by third 20%,
"Congo, Dem. Rep.",Income share held by second 20%,
"Congo, Dem. Rep.",Population living in slums (% of urban population),
"Congo, Rep.","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
"Congo, Rep.","Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
"Congo, Rep.","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
"Congo, Rep.","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
"Congo, Rep.",Poverty gap at $5.50 a day (2011 PPP) (%),
"Congo, Rep.",Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
"Congo, Rep.",Poverty headcount ratio at national poverty lines (% of population),
"Congo, Rep.",Multidimensional poverty index (scale 0-1),
"Congo, Rep.","Multidimensional poverty headcount ratio, male (% of male population)",
"Congo, Rep.",Multidimensional poverty intensity (average share of deprivations experienced by the poor),
"Congo, Rep.","Multidimensional poverty headcount ratio, household (% of total households)",
"Congo, Rep.","Multidimensional poverty headcount ratio, female (% of female population)",
"Congo, Rep.","Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
"Congo, Rep.","Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
"Congo, Rep.",Multidimensional poverty headcount ratio (% of total population),
"Congo, Rep.",Poverty gap at $3.20 a day (2011 PPP) (%),
"Congo, Rep.",Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
"Congo, Rep.",Gini index (World Bank estimate),
"Congo, Rep.",Poverty gap at $1.90 a day (2011 PPP) (%),
"Congo, Rep.",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
"Congo, Rep.",Income share held by lowest 20%,
"Congo, Rep.",Income share held by lowest 10%,
"Congo, Rep.",Proportion of people living below 50 percent of median income (%),
"Congo, Rep.",Income share held by highest 10%,
"Congo, Rep.",Income share held by highest 20%,
"Congo, Rep.",Income share held by fourth 20%,
"Congo, Rep.",Income share held by third 20%,
"Congo, Rep.",Income share held by second 20%,
"Congo, Rep.",Population living in slums (% of urban population),
Colombia,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Colombia,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Colombia,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Colombia,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Colombia,Poverty gap at $5.50 a day (2011 PPP) (%),11.2
Colombia,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),29.2
Colombia,Poverty headcount ratio at national poverty lines (% of population),27.8
Colombia,Multidimensional poverty index (scale 0-1),
Colombia,"Multidimensional poverty headcount ratio, male (% of male population)",
Colombia,Multidimensional poverty intensity (average share of deprivations experienced by the poor),41.9
Colombia,"Multidimensional poverty headcount ratio, household (% of total households)",
Colombia,"Multidimensional poverty headcount ratio, female (% of female population)",
Colombia,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Colombia,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Colombia,Multidimensional poverty headcount ratio (% of total population),20.2
Colombia,Poverty gap at $3.20 a day (2011 PPP) (%),4.4
Colombia,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),12.1
Colombia,Gini index (World Bank estimate),51.1
Colombia,Poverty gap at $1.90 a day (2011 PPP) (%),1.8
Colombia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),4.7
Colombia,Income share held by lowest 20%,3.8
Colombia,Income share held by lowest 10%,1.3
Colombia,Proportion of people living below 50 percent of median income (%),21.2
Colombia,Income share held by highest 10%,40
Colombia,Income share held by highest 20%,55.9
Colombia,Income share held by fourth 20%,20
Colombia,Income share held by third 20%,12.5
Colombia,Income share held by second 20%,7.9
Colombia,Population living in slums (% of urban population),
Comoros,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Comoros,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Comoros,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Comoros,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Comoros,Poverty gap at $5.50 a day (2011 PPP) (%),
Comoros,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Comoros,Poverty headcount ratio at national poverty lines (% of population),
Comoros,Multidimensional poverty index (scale 0-1),
Comoros,"Multidimensional poverty headcount ratio, male (% of male population)",
Comoros,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Comoros,"Multidimensional poverty headcount ratio, household (% of total households)",
Comoros,"Multidimensional poverty headcount ratio, female (% of female population)",
Comoros,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Comoros,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Comoros,Multidimensional poverty headcount ratio (% of total population),
Comoros,Poverty gap at $3.20 a day (2011 PPP) (%),
Comoros,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Comoros,Gini index (World Bank estimate),
Comoros,Poverty gap at $1.90 a day (2011 PPP) (%),
Comoros,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Comoros,Income share held by lowest 20%,
Comoros,Income share held by lowest 10%,
Comoros,Proportion of people living below 50 percent of median income (%),
Comoros,Income share held by highest 10%,
Comoros,Income share held by highest 20%,
Comoros,Income share held by fourth 20%,
Comoros,Income share held by third 20%,
Comoros,Income share held by second 20%,
Comoros,Population living in slums (% of urban population),
Cabo Verde,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Cabo Verde,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Cabo Verde,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Cabo Verde,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Cabo Verde,Poverty gap at $5.50 a day (2011 PPP) (%),14.5
Cabo Verde,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),41.3
Cabo Verde,Poverty headcount ratio at national poverty lines (% of population),35
Cabo Verde,Multidimensional poverty index (scale 0-1),
Cabo Verde,"Multidimensional poverty headcount ratio, male (% of male population)",
Cabo Verde,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Cabo Verde,"Multidimensional poverty headcount ratio, household (% of total households)",
Cabo Verde,"Multidimensional poverty headcount ratio, female (% of female population)",
Cabo Verde,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Cabo Verde,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Cabo Verde,Multidimensional poverty headcount ratio (% of total population),
Cabo Verde,Poverty gap at $3.20 a day (2011 PPP) (%),4.2
Cabo Verde,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),15.4
Cabo Verde,Gini index (World Bank estimate),42.4
Cabo Verde,Poverty gap at $1.90 a day (2011 PPP) (%),0.7
Cabo Verde,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),3.4
Cabo Verde,Income share held by lowest 20%,5.7
Cabo Verde,Income share held by lowest 10%,2.2
Cabo Verde,Proportion of people living below 50 percent of median income (%),15.8
Cabo Verde,Income share held by highest 10%,32.3
Cabo Verde,Income share held by highest 20%,48.7
Cabo Verde,Income share held by fourth 20%,21.6
Cabo Verde,Income share held by third 20%,14.3
Cabo Verde,Income share held by second 20%,9.7
Cabo Verde,Population living in slums (% of urban population),
Costa Rica,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Costa Rica,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Costa Rica,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Costa Rica,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Costa Rica,Poverty gap at $5.50 a day (2011 PPP) (%),4
Costa Rica,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),12
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),21.7
Costa Rica,Multidimensional poverty index (scale 0-1),0.06
Costa Rica,"Multidimensional poverty headcount ratio, male (% of male population)",27.14383701
Costa Rica,Multidimensional poverty intensity (average share of deprivations experienced by the poor),27.68789852
Costa Rica,"Multidimensional poverty headcount ratio, household (% of total households)",21.77781121
Costa Rica,"Multidimensional poverty headcount ratio, female (% of female population)",25.23989957
Costa Rica,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Costa Rica,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",32.8
Costa Rica,Multidimensional poverty headcount ratio (% of total population),26.16694809
Costa Rica,Poverty gap at $3.20 a day (2011 PPP) (%),1.5
Costa Rica,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),4.1
Costa Rica,Gini index (World Bank estimate),48.4
Costa Rica,Poverty gap at $1.90 a day (2011 PPP) (%),0.6
Costa Rica,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1.5
Costa Rica,Income share held by lowest 20%,4.3
Costa Rica,Income share held by lowest 10%,1.5
Costa Rica,Proportion of people living below 50 percent of median income (%),18.6
Costa Rica,Income share held by highest 10%,36.8
Costa Rica,Income share held by highest 20%,53.9
Costa Rica,Income share held by fourth 20%,20.6
Costa Rica,Income share held by third 20%,12.8
Costa Rica,Income share held by second 20%,8.4
Costa Rica,Population living in slums (% of urban population),
Caribbean small states,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Caribbean small states,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Caribbean small states,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Caribbean small states,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Caribbean small states,Poverty gap at $5.50 a day (2011 PPP) (%),
Caribbean small states,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Caribbean small states,Poverty headcount ratio at national poverty lines (% of population),
Caribbean small states,Multidimensional poverty index (scale 0-1),
Caribbean small states,"Multidimensional poverty headcount ratio, male (% of male population)",
Caribbean small states,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Caribbean small states,"Multidimensional poverty headcount ratio, household (% of total households)",
Caribbean small states,"Multidimensional poverty headcount ratio, female (% of female population)",
Caribbean small states,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Caribbean small states,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Caribbean small states,Multidimensional poverty headcount ratio (% of total population),
Caribbean small states,Poverty gap at $3.20 a day (2011 PPP) (%),
Caribbean small states,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Caribbean small states,Gini index (World Bank estimate),
Caribbean small states,Poverty gap at $1.90 a day (2011 PPP) (%),
Caribbean small states,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Caribbean small states,Income share held by lowest 20%,
Caribbean small states,Income share held by lowest 10%,
Caribbean small states,Proportion of people living below 50 percent of median income (%),
Caribbean small states,Income share held by highest 10%,
Caribbean small states,Income share held by highest 20%,
Caribbean small states,Income share held by fourth 20%,
Caribbean small states,Income share held by third 20%,
Caribbean small states,Income share held by second 20%,
Caribbean small states,Population living in slums (% of urban population),
Cuba,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Cuba,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Cuba,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Cuba,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Cuba,Poverty gap at $5.50 a day (2011 PPP) (%),
Cuba,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Cuba,Poverty headcount ratio at national poverty lines (% of population),
Cuba,Multidimensional poverty index (scale 0-1),
Cuba,"Multidimensional poverty headcount ratio, male (% of male population)",
Cuba,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Cuba,"Multidimensional poverty headcount ratio, household (% of total households)",
Cuba,"Multidimensional poverty headcount ratio, female (% of female population)",
Cuba,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Cuba,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Cuba,Multidimensional poverty headcount ratio (% of total population),
Cuba,Poverty gap at $3.20 a day (2011 PPP) (%),
Cuba,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Cuba,Gini index (World Bank estimate),
Cuba,Poverty gap at $1.90 a day (2011 PPP) (%),
Cuba,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
